,01848,0,ZS,A,,Hohnstein,PIR,14628,
,01851,0,,A,,Sebnitz,PIR,14628,
,01855,0,ZS,A,,Ottendorf,PIR,14628,
,01855,0,ZS,A,,Altendorf,PIR,14628,
,01855,0,ZS,A,,Hinterhermsdorf,PIR,14628,
,01855,0,ZS,A,,Lichtenhain,PIR,14628,
,01855,0,ZS,A,,Mittelndorf,PIR,14628,
,01855,0,ZS,A,,Zeughaus,PIR,14628,
,01855,0,ZS,A,,Sebnitz,PIR,14628,
db_einfuegemarke,plz,ueberkey,art,aikz,grokz,ort,krskfz,krs_astat,vv_bez
,01855,0,ZS,A,,Saupsdorf,PIR,14628,
,01871,0,,A,,Bischofswerda,BZ,14625,
,01872,0,,A,,Bischofswerda,BZ,14625,
,01873,0,,A,,Bischofswerda,BZ,14625,
,01874,0,,A,,Bischofswerda,BZ,14625,
,01877,0,ZS,A,,Bischofswerda,BZ,14625,
,01877,0,ZS,A,,Demitz-Thumitz,BZ,14625,
,01877,0,ZS,A,,Naundorf,BZ,14625,
,01877,0,ZS,A,,Rammenau,BZ,14625,
,01877,0,ZS,A,,SchmÃ¶lln-Putzkau,BZ,14625,
db_einfuegemarke,plz,ueberkey,art,aikz,grokz,ort,krskfz,krs_astat,vv_bez
,01881,0,,A,,Bischofswerda,BZ,14625,
,01896,0,ZS,A,,Pulsnitz,BZ,14625,
,01896,0,ZS,A,,Lichtenberg,BZ,14625,
,01896,0,ZS,A,,Ohorn,BZ,14625,
,01900,0,ZS,A,,GroÃrÃ¶hrsdorf,BZ,14625,
,01902,0,,A,,Neukirch/Lausitz,BZ,14625,
,01904,0,ZS,A,,Neukirch/Lausitz,BZ,14625,
,01904,0,ZS,A,,Steinigtwolmsdorf,BZ,14625,
,01906,0,ZS,A,,Burkau,BZ,14625,
,01909,0,ZS,A,,Frankenthal,BZ,14625,
db_einfuegemarke,plz,ueberkey,art,aikz,grokz,ort,krskfz,krs_astat,vv_bez
,01909,0,ZS,A,,GroÃharthau-Seeligstadt,BZ,14625,
,01909,0,ZS,A,,GroÃharthau-Schmiedefeld,BZ,14625,
,01909,0,ZS,A,,GroÃharthau-BÃ¼hlau,BZ,14625,
,01909,0,ZS,A,,GroÃharthau,BZ,14625,
,01911,0,,A,,Kamenz,BZ,14625,
,01912,0,,A,,Kamenz,BZ,14625,
,01915,0,,A,,Kamenz,BZ,14625,
,01917,0,ZS,A,,Kamenz,BZ,14625,
,01920,0,ZS,A,,Steina,BZ,14625,
,01920,0,ZS,A,,Crostwitz,BZ,14625,
db_einfuegemarke,plz,ueberkey,art,aikz,grokz,ort,krskfz,krs_astat,vv_bez
,01920,0,ZS,A,,Elstra,BZ,14625,
,01920,0,ZS,A,,Haselbachtal,BZ,14625,
,01920,0,ZS,A,,NebelschÃ¼tz,BZ,14625,
,01920,0,ZS,A,,OÃling,BZ,14625,
,01920,0,ZS,A,,Panschwitz-Kuckau,BZ,14625,
,01920,0,ZS,A,,RÃ¤ckelwitz,BZ,14625,
,01920,0,ZS,A,,Ralbitz-Rosenthal,BZ,14625,
,01936,0,ZS,A,,GroÃnaundorf,BZ,14625,
,01936,0,ZS,A,,Schwepnitz,BZ,14625,
,01936,0,ZS,A,,Neukirch,BZ,14625,
db_einfuegemarke,plz,ueberkey,art,aikz,grokz,ort,krskfz,krs_astat,vv_bez
,01936,0,ZS,A,,LauÃnitz,BZ,14625,
,01936,0,ZS,A,,KÃ¶nigsbrÃ¼ck,BZ,14625,
,01941,0,,A,,Ruhland,OSL,12066,
,01945,0,ZS,A,,Schwarzbach,OSL,12066,
,01945,0,ZS,A,,Peickwitz,OSL,12066,
,01945,0,ZS,A,,Ruhland,OSL,12066,
,01945,0,ZS,A,,Tettau,OSL,12066,
,01945,0,ZS,A,,Hermsdorf,OSL,12066,
,01945,0,ZS,A,,Guteborn,OSL,12066,
,01945,0,ZS,A,,GrÃ¼newald,OSL,12066,
db_einfuegemarke,plz,ueberkey,art,aikz,grokz,ort,krskfz,krs_astat,vv_bez
,01945,0,ZS,A,,Frauendorf,OSL,12066,
,01945,0,ZS,A,,Hohenbocka,OSL,12066,
,01945,0,ZS,A,,Kroppen,OSL,12066,
,01945,0,ZS,A,,Lindenau,OSL,12066,
,01956,0,,A,,Senftenberg,OSL,12066,
,01957,0,,A,,Senftenberg,OSL,12066,
,01958,0,,A,,Senftenberg,OSL,12066,
,01964,0,,A,,Senftenberg,OSL,12066,
,01968,0,ZS,A,,HÃ¶rlitz,OSL,12066,
,01968,0,ZS,A,,Senftenberg,OSL,12066,
db_einfuegemarke,plz,ueberkey,art,aikz,grokz,ort,krskfz,krs_astat,vv_bez
,01969,0,,A,,Lauchhammer,OSL,12066,
,01971,0,,A,,Lauchhammer,OSL,12066,
,01979,0,ZS,A,,Lauchhammer,OSL,12066,
,01980,0,,A,,GroÃrÃ¤schen,OSL,12066,
,01981,0,,A,,GroÃrÃ¤schen,OSL,12066,
,01983,0,ZS,A,,GroÃrÃ¤schen,OSL,12066,
,01984,0,,A,,Schwarzheide,OSL,12066,
,01986,0,,A,,Schwarzheide,OSL,12066,
,01987,0,ZS,A,,Schwarzheide,OSL,12066,
,01990,0,ZS,A,,Frauwalde,OSL,12066,
db_einfuegemarke,plz,ueberkey,art,aikz,grokz,ort,krskfz,krs_astat,vv_bez
,01990,0,ZS,A,,Ortrand,OSL,12066,
,01990,0,ZS,A,,Kleinkmehlen,OSL,12066,
,01990,0,ZS,A,,GroÃkmehlen,OSL,12066,
,01991,0,,A,,Schipkau,OSL,12066,
,01993,0,ZS,A,,Schipkau,OSL,12066,
,01994,0,ZS,A,,Meuro,OSL,12066,
,01994,0,ZS,A,,Drochow,OSL,12066,
,01994,0,ZS,A,,AnnahÃ¼tte,OSL,12066,
,01996,0,ZS,A,,Hosena,OSL,12066,
,01998,0,ZS,A,,Klettwitz,OSL,12066,
db_einfuegemarke,plz,ueberkey,art,aikz,grokz,ort,krskfz,krs_astat,vv_bez
,02600,0,,A,,Bautzen,BZ,14625,
,02601,0,,A,,Bautzen,BZ,14625,
,02602,0,,A,,Bautzen,BZ,14625,
,02603,0,,A,,Bautzen,BZ,14625,
,02604,0,,A,,Bautzen,BZ,14625,
,02605,0,,A,,Bautzen,BZ,14625,
,02606,0,,A,,Bautzen,BZ,14625,
,02607,0,,A,,Bautzen,BZ,14625,
,02608,0,,A,,Bautzen,BZ,14625,
,02609,0,,A,,Bautzen,BZ,14625,
